,Xf,Xa,Xi,phi,Tad,Flammable
507,0.21,0.69,0.1,0.79785241015314,1736.4124453044647,1.0
508,0.21,0.68,0.11,0.8096617081980058,1735.1873507102505,1.0
509,0.21,0.67,0.12,0.8218164988213129,1733.966172947474,1.0
510,0.21,0.66,0.13,0.8343321686845394,1732.7485783996287,1.0
511,0.21,0.65,0.14,0.8472250318859318,1731.53407091531,1.0
512,0.21,0.64,0.15,0.8605124009065775,1730.3218958860919,1.0
513,0.21,0.63,0.16,0.8742126641702521,1729.110872895172,1.0
514,0.21,0.62,0.17,0.8883453709477077,1727.8990881197433,1.0
515,0.21,0.61,0.18,0.9029313244297962,1726.683290876169,1.0
516,0.21,0.6,0.19,0.9179926839013037,1725.4576063849381,1.0
517,0.21,0.59,0.2,0.9335530770708815,1724.210467428189,1.0
518,0.21,0.58,0.21,0.9496377237546753,1722.9160486082608,1.0
519,0.21,0.57,0.22,0.9662735722754318,1721.5039572960827,1.0
520,0.21,0.56,0.23,0.9834894501287739,1719.695652099848,1.0
521,0.21,0.55,0.24,1.0013162306885832,1714.7161142314442,1.0
522,0.21,0.54,0.25,1.019787017979478,1691.088668206954,1.0
523,0.21,0.53,0.26,1.0389373518428169,1662.3446232842257,1.0
524,0.21,0.52,0.27,1.058805436171444,1633.3704748068374,1.0
525,0.21,0.51,0.28,1.0794323932970964,1604.3796783188657,1.0
526,0.21,0.5,0.29,1.1008625480947576,1575.4111621204904,1.0
527,0.21,0.49,0.3,1.1231437459344138,1546.4789047398463,1.0
528,0.21,0.48,0.31,1.1463277092800892,1517.5904303014645,1.0
529,0.21,0.47,0.32,1.170470438530021,1488.7511291663375,1.0
530,0.21,0.46,0.33,1.195632663636705,1459.9657036641709,1.0
531,0.21,0.45,0.34,1.221880354173836,1431.2387596198757,1.0
532,0.21,0.44,0.35,1.2492852968693007,1402.575087102362,1.0
533,0.21,0.43,0.36,1.2779257512498636,1373.9798350942813,1.0
534,0.21,0.42,0.37,1.3078871960072063,1345.458605788284,1.0
535,0.21,0.41,0.38,1.3392631810763138,1317.017530636131,1.0
